Year,Month,meanMax,meanMin,meanPcp
2018,October,14.32,8.08,4.053333333333334
2018,November,10.953333333333333,6.45,9.76
2018,December,8.326666666666666,3.84,10.423333333333334
2019,January,8.67,3.6933333333333334,5.593333333333334
2019,February,4.85,-0.3035714285714286,3.007142857142857
2019,March,11.393548387096773,3.8419354838709676,1.396774193548387
2019,April,13.67,6.996666666666667,4.056666666666667
2019,May,18.966666666666665,10.755555555555556,1.651851851851852
2019,June,NaN,NaN,NaN
2019,July,NaN,NaN,NaN
2019,August,NaN,NaN,NaN
2019,September,NaN,NaN,NaN
2019,October,NaN,NaN,NaN
2019,November,NaN,NaN,NaN
2019,December,NaN,NaN,NaN
