Date,Year,Month,Day,Data Quality,Max Temp (deg C),Max Temp Flag,Min Temp (Deg C),Min Temp Flag,Mean Temp (Deg C),Mean Temp Flag,Heat Deg Days (C),Heat Deg Days Flag,Cool Deg Days (C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
04/02/14,2004,2,14,,9,,5.8,,7.4,,10.6,,0,,,,,,23,,,,,,,
04/02/15,2004,2,15,,8.1,,6.8,,7.5,,10.5,,0,,,,,,7.4,,,,,,,
04/02/16,2004,2,16,,10.7,,6.4,,8.6,,9.4,,0,,,,,,11.4,,,,,,,
04/02/17,2004,2,17,,10.3,,6.9,,8.6,,9.4,,0,,,,,,5.8,,,,,,,
04/02/18,2004,2,18,,9.1,,6.9,,8,,10,,0,,,,,,13.8,,,,,,,
04/02/19,2004,2,19,,9.6,,6.3,,8,,10,,0,,,,,,0,,,,,,,
04/02/20,2004,2,20,,8.8,,3.9,,6.4,,11.6,,0,,,,,,0,,,,,,,
04/02/21,2004,2,21,,8.1,,2.6,,5.4,,12.6,,0,,,,,,0,,,,,,,
04/02/22,2004,2,22,,12.4,,3,,7.7,,10.3,,0,,,,,,0,T,,,,,,
04/02/23,2004,2,23,,10.9,,7.9,,9.4,,8.6,,0,,,,,,0.4,,,,,,,
04/02/24,2004,2,24,,11.8,,7.3,,9.6,,8.4,,0,,,,,,1.6,,,,,,,
04/02/25,2004,2,25,,9.4,,7.2,,8.3,,9.7,,0,,,,,,0.6,,,,,,,
04/02/26,2004,2,26,,11.9,,4.7,,8.3,,9.7,,0,,,,,,1.4,,,,,,,
04/02/27,2004,2,27,,8.9,,6.3,,7.6,,10.4,,0,,,,,,7.8,,,,,,,
04/02/28,2004,2,28,,9.4,,6.2,,7.8,,10.2,,0,,,,,,1.2,,,,,,,
04/02/29,2004,2,29,,10.4,,6.2,,8.3,,9.7,,0,,,,,,1.4,,,,,,,
04/03/01,2004,3,1,,9.2,,3.7,,6.5,,11.5,,0,,,,,,0,,,,,,,
04/03/02,2004,3,2,,10.6,,3.1,,6.9,,11.1,,0,,,,,,0,,,,,,,
04/03/03,2004,3,3,,6.8,,3.3,,5.1,,12.9,,0,,,,,,22,,,,,,,
04/03/04,2004,3,4,,9.5,,4.2,,6.9,,11.1,,0,,,,,,3.4,,,,,,,
04/03/05,2004,3,5,,9.7,,4.6,,7.2,,10.8,,0,,,,,,16,,,,,,,
04/03/06,2004,3,6,,7.1,,2.9,,5,,13,,0,,,,,,9.4,,,,,,,
04/03/07,2004,3,7,,8,,5.2,,6.6,,11.4,,0,,,,,,31,,,,,,,
04/03/08,2004,3,8,,16,,7.9,,12,,6,,0,,,,,,1.8,,,,,,,
04/03/09,2004,3,9,,10.9,,7,,9,,9,,0,,,,,,3.2,,,,,,,
04/03/10,2004,3,10,,10.6,,4.7,,7.7,,10.3,,0,,,,,,0,,,,,,,
04/03/11,2004,3,11,,11,,3.7,,7.4,,10.6,,0,,,,,,0,,,,,,,
04/03/12,2004,3,12,,10.8,,7.2,,9,,9,,0,,,,,,0.2,,,,,,,
04/03/13,2004,3,13,,13.2,,4.5,,8.9,,9.1,,0,,,,,,0,,,,,,,
04/03/14,2004,3,14,,13.4,,7.6,,10.5,,7.5,,0,,,,,,0.6,,,,,,,
04/03/15,2004,3,15,,10.1,,7.3,,8.7,,9.3,,0,,,,,,0.2,,,,,,,
04/03/16,2004,3,16,,9,,7.2,,8.1,,9.9,,0,,,,,,5.6,,,,,,,
04/03/17,2004,3,17,,9.2,,6.2,,7.7,,10.3,,0,,,,,,17.2,,,,,,,
04/03/18,2004,3,18,,10.3,,5.6,,8,,10,,0,,,,,,0,,,,,,,
04/03/19,2004,3,19,,9.1,,5.2,,7.2,,10.8,,0,,,,,,1,,,,,,,
04/03/20,2004,3,20,,10.2,,3.6,,6.9,,11.1,,0,,,,,,0,,,,,,,
04/03/21,2004,3,21,,13.5,,5.2,,9.4,,8.6,,0,,,,,,0,,,,,,,
04/03/22,2004,3,22,,15.6,,9.2,,12.4,,5.6,,0,,,,,,0.2,,,,,,,
04/03/23,2004,3,23,,12.3,,8.6,,10.5,,7.5,,0,,,,,,2.6,,,,,,,
04/03/24,2004,3,24,,9.9,,7.3,,8.6,,9.4,,0,,,,,,8,,,,,,,
04/03/25,2004,3,25,,10,,7.1,,8.6,,9.4,,0,,,,,,14.4,,,,,,,
04/03/26,2004,3,26,,8.8,,6.9,,7.9,,10.1,,0,,,,,,12.6,,,,,,,
04/03/27,2004,3,27,,13.3,,5.3,,9.3,,8.7,,0,,,,,,5.4,,,,,,,
04/03/28,2004,3,28,,13.6,,7.3,,10.5,,7.5,,0,,,,,,0,,,,,,,
04/03/29,2004,3,29,,19.8,,6.4,,13.1,,4.9,,0,,,,,,0,,,,,,,
04/03/30,2004,3,30,,16.3,,8.3,,12.3,,5.7,,0,,,,,,19.2,,,,,,,
04/03/31,2004,3,31,,9.4,,3.9,,6.7,,11.3,,0,,,,,,0.2,,,,,,,
04/04/01,2004,4,1,,11.5,,2.3,,6.9,,11.1,,0,,,,,,0,,,,,,,
04/04/02,2004,4,2,,14.3,,4.1,,9.2,,8.8,,0,,,,,,0,,,,,,,
04/04/03,2004,4,3,,17.5,,5.8,,11.7,,6.3,,0,,,,,,0,,,,,,,
04/04/04,2004,4,4,,14,,7.5,,10.8,,7.2,,0,,,,,,0,,,,,,,
04/04/05,2004,4,5,,14.8,,6.5,,10.7,,7.3,,0,,,,,,0,,,,,,,
04/04/06,2004,4,6,,15.7,,6.5,,11.1,,6.9,,0,,,,,,0,,,,,,,
04/04/07,2004,4,7,,14.3,,8.3,,11.3,,6.7,,0,,,,,,0.4,,,,,,,
04/04/08,2004,4,8,,14.9,,5.4,,10.2,,7.8,,0,,,,,,0,,,,,,,
04/04/09,2004,4,9,,16.9,,6.5,,11.7,,6.3,,0,,,,,,0,,,,,,,
04/04/10,2004,4,10,,17.9,,7.6,,12.8,,5.2,,0,,,,,,0,,,,,,,
04/04/11,2004,4,11,,22.2,,8,,15.1,,2.9,,0,,,,,,0,,,,,,,
04/04/12,2004,4,12,,15.6,,11.4,,13.5,,4.5,,0,,,,,,0,,,,,,,
04/04/13,2004,4,13,,15.9,,9.9,,12.9,,5.1,,0,,,,,,0.2,,,,,,,
04/04/14,2004,4,14,,12.4,,8.9,,10.7,,7.3,,0,,,,,,4.8,,,,,,,
04/04/15,2004,4,15,,11.5,,8.5,,10,,8,,0,,,,,,1.6,,,,,,,
04/04/16,2004,4,16,,13.7,,8.7,,11.2,,6.8,,0,,,,,,1,,,,,,,
04/04/17,2004,4,17,,13.8,,8.3,,11.1,,6.9,,0,,,,,,0.2,,,,,,,
04/04/18,2004,4,18,,15.1,,8.2,,11.7,,6.3,,0,,,,,,0,,,,,,,
04/04/19,2004,4,19,,13.8,,9.4,,11.6,,6.4,,0,,,,,,4,,,,,,,
04/04/20,2004,4,20,,12.7,,8,,10.4,,7.6,,0,,,,,,6,,,,,,,
04/04/21,2004,4,21,,15.6,,7.9,,11.8,,6.2,,0,,,,,,0,,,,,,,
04/04/22,2004,4,22,,19.4,,8.6,,14,,4,,0,,,,,,0,,,,,,,
04/04/23,2004,4,23,,15,,9.2,,12.1,,5.9,,0,,,,,,1.2,,,,,,,
04/04/24,2004,4,24,,14.4,,8.5,,11.5,,6.5,,0,,,,,,0,,,,,,,
04/04/25,2004,4,25,,16.5,,6.2,,11.4,,6.6,,0,,,,,,0,,,,,,,
04/04/26,2004,4,26,,21.3,,8.7,,15,,3,,0,,,,,,0.2,,,,,,,
04/04/27,2004,4,27,,14.9,,10.5,,12.7,,5.3,,0,,,,,,0,,,,,,,
04/04/28,2004,4,28,,17.9,,6.4,,12.2,,5.8,,0,,,,,,0.2,,,,,,,
04/04/29,2004,4,29,,19.1,,7.4,,13.3,,4.7,,0,,,,,,0,,,,,,,
04/04/30,2004,4,30,,22.8,,9.4,,16.1,,1.9,,0,,,,,,0,,,,,,,
04/05/01,2004,5,1,,22.8,,12.1,,17.5,,0.5,,0,,,,,,0,,,,,,,
04/05/02,2004,5,2,,19.2,,12.4,,15.8,,2.2,,0,,,,,,6.6,,,,,,,
04/05/03,2004,5,3,,16.8,,11.9,,14.4,,3.6,,0,,,,,,2.4,,,,,,,
04/05/04,2004,5,4,,14.3,,9.8,,12.1,,5.9,,0,,,,,,9,,,,,,,
04/05/05,2004,5,5,,15.6,,9,,12.3,,5.7,,0,,,,,,4.8,,,,,,,
04/05/06,2004,5,6,,17,,6.7,,11.9,,6.1,,0,,,,,,0,,,,,,,
04/05/07,2004,5,7,,18,,9.3,,13.7,,4.3,,0,,,,,,2,,,,,,,
04/05/08,2004,5,8,,18.2,,11.4,,14.8,,3.2,,0,,,,,,0.2,,,,,,,
04/05/09,2004,5,9,,17.9,,10.7,,14.3,,3.7,,0,,,,,,1.4,,,,,,,
04/05/10,2004,5,10,,14.3,,10.4,,12.4,,5.6,,0,,,,,,2,,,,,,,
04/05/11,2004,5,11,,19.5,,9.8,,14.7,,3.3,,0,,,,,,2,,,,,,,
04/05/12,2004,5,12,,18.4,,10.8,,14.6,,3.4,,0,,,,,,0,,,,,,,
04/05/13,2004,5,13,,19.7,,10.6,,15.2,,2.8,,0,,,,,,0,,,,,,,
04/05/14,2004,5,14,,19.5,,11.2,,15.4,,2.6,,0,,,,,,0,,,,,,,
04/05/15,2004,5,15,,18,,11.5,,14.8,,3.2,,0,,,,,,7,,,,,,,
04/05/16,2004,5,16,,17.9,,11.8,,14.9,,3.1,,0,,,,,,0,,,,,,,
04/05/17,2004,5,17,,20.2,,10.9,,15.6,,2.4,,0,,,,,,0,,,,,,,
04/05/18,2004,5,18,,20.7,,11.4,,16.1,,1.9,,0,,,,,,0,,,,,,,
04/05/19,2004,5,19,,18,,12.7,,15.4,,2.6,,0,,,,,,0,,,,,,,
04/05/20,2004,5,20,,19.9,,11.7,,15.8,,2.2,,0,,,,,,0,,,,,,,
04/05/21,2004,5,21,,15.7,,12.1,,13.9,,4.1,,0,,,,,,4.4,,,,,,,
04/05/22,2004,5,22,,16.9,,10.4,,13.7,,4.3,,0,,,,,,15.4,,,,,,,
04/05/23,2004,5,23,,21.3,,9,,15.2,,2.8,,0,,,,,,0,,,,,,,
04/05/24,2004,5,24,,20.8,,10.2,,15.5,,2.5,,0,,,,,,0,,,,,,,
04/05/25,2004,5,25,,15.9,,11.7,,13.8,,4.2,,0,,,,,,14,,,,,,,
04/05/26,2004,5,26,,17.5,,12.2,,14.9,,3.1,,0,,,,,,2.2,,,,,,,
04/05/27,2004,5,27,,15.1,,11,,13.1,,4.9,,0,,,,,,22.4,,,,,,,
04/05/28,2004,5,28,,16.6,,10.5,,13.6,,4.4,,0,,,,,,2.2,,,,,,,
04/05/29,2004,5,29,,15,,9.7,,12.4,,5.6,,0,,,,,,36,,,,,,,
04/05/30,2004,5,30,,18.4,,11.2,,14.8,,3.2,,0,,,,,,0.4,,,,,,,
04/05/31,2004,5,31,,17.4,,10.7,,14.1,,3.9,,0,,,,,,2.8,,,,,,,
04/06/01,2004,6,1,,18.1,,11.4,,14.8,,3.2,,0,,,,,,1.2,,,,,,,
04/06/02,2004,6,2,,18.9,,9.3,,14.1,,3.9,,0,,,,,,0.2,,,,,,,
04/06/03,2004,6,3,,24.2,,10.3,,17.3,,0.7,,0,,,,,,0,,,,,,,
04/06/04,2004,6,4,,24.3,,13.4,,18.9,,0,,0.9,,,,,,0,,,,,,,
04/06/05,2004,6,5,,19.6,,12.9,,16.3,,1.7,,0,,,,,,2.8,,,,,,,
04/06/06,2004,6,6,,19.2,,12.2,,15.7,,2.3,,0,,,,,,0.2,,,,,,,
04/06/07,2004,6,7,,18.2,,11.9,,15.1,,2.9,,0,,,,,,1.6,,,,,,,
04/06/08,2004,6,8,,23.3,,10.7,,17,,1,,0,,,,,,0,,,,,,,
04/06/09,2004,6,9,,20,,14.6,,17.3,,0.7,,0,,,,,,0,,,,,,,
04/06/10,2004,6,10,,15.9,,12.2,,14.1,,3.9,,0,,,,,,3,,,,,,,
04/06/11,2004,6,11,,14.4,,10.2,,12.3,,5.7,,0,,,,,,3,,,,,,,
04/06/12,2004,6,12,,15.9,,11,,13.5,,4.5,,0,,,,,,6,,,,,,,
04/06/13,2004,6,13,,18.7,,12,,15.4,,2.6,,0,,,,,,6.6,,,,,,,
04/06/14,2004,6,14,,18.7,,11.3,,15,,3,,0,,,,,,0,,,,,,,
04/06/15,2004,6,15,,19.4,,8.3,,13.9,,4.1,,0,,,,,,0,,,,,,,
04/06/16,2004,6,16,,23.2,,10.3,,16.8,,1.2,,0,,,,,,0,,,,,,,
04/06/17,2004,6,17,,26.3,,13.4,,19.9,,0,,1.9,,,,,,0,,,,,,,
04/06/18,2004,6,18,,28.5,,15.5,,22,,0,,4,,,,,,0,,,,,,,
04/06/19,2004,6,19,,27.2,,14.9,,21.1,,0,,3.1,,,,,,0,,,,,,,
04/06/20,2004,6,20,,26.9,,15.1,,21,,0,,3,,,,,,0,,,,,,,
04/06/21,2004,6,21,,27.8,,15.9,,21.9,,0,,3.9,,,,,,0,,,,,,,
04/06/22,2004,6,22,,26.5,,15.1,,20.8,,0,,2.8,,,,,,0,,,,,,,
04/06/23,2004,6,23,,22.6,,15.7,,19.2,,0,,1.2,,,,,,0.4,,,,,,,
04/06/24,2004,6,24,,20.7,,16.4,,18.6,,0,,0.6,,,,,,0,,,,,,,
04/06/25,2004,6,25,,20.2,,16.1,,18.2,,0,,0.2,,,,,,0,,,,,,,
04/06/26,2004,6,26,,23.4,,15.9,,19.7,,0,,1.7,,,,,,0,,,,,,,
04/06/27,2004,6,27,,23.6,,15,,19.3,,0,,1.3,,,,,,0,,,,,,,
04/06/28,2004,6,28,,23.3,,13.6,,18.5,,0,,0.5,,,,,,0,,,,,,,
04/06/29,2004,6,29,,24.7,,14.2,,19.5,,0,,1.5,,,,,,0,,,,,,,
04/06/30,2004,6,30,,24.2,,14.6,,19.4,,0,,1.4,,,,,,0,,,,,,,
04/07/01,2004,7,1,,24.7,,15.9,,20.3,,0,,2.3,,,,,,0,,,,,,,
04/07/02,2004,7,2,,18.7,,15.7,,17.2,,0.8,,0,,,,,,0.4,,,,,,,
04/07/03,2004,7,3,,23.6,,15.7,,19.7,,0,,1.7,,,,,,0,,,,,,,
04/07/04,2004,7,4,,23.1,,14.8,,19,,0,,1,,,,,,0,,,,,,,
04/07/05,2004,7,5,,24.2,,14.4,,19.3,,0,,1.3,,,,,,0,,,,,,,
04/07/06,2004,7,6,,21.7,,15.1,,18.4,,0,,0.4,,,,,,10.6,,,,,,,
04/07/07,2004,7,7,,20.9,,13.5,,17.2,,0.8,,0,,,,,,0,,,,,,,
04/07/08,2004,7,8,,19.9,,14.4,,17.2,,0.8,,0,,,,,,0,,,,,,,
04/07/09,2004,7,9,,18.5,,13.9,,16.2,,1.8,,0,,,,,,1.2,,,,,,,
04/07/10,2004,7,10,,19.9,,12.6,,16.3,,1.7,,0,,,,,,3.8,,,,,,,
04/07/11,2004,7,11,,22.3,,14.9,,18.6,,0,,0.6,,,,,,0,,,,,,,
04/07/12,2004,7,12,,24.3,,13.4,,18.9,,0,,0.9,,,,,,0,,,,,,,
04/07/13,2004,7,13,,28.6,,15,,21.8,,0,,3.8,,,,,,0,,,,,,,
04/07/14,2004,7,14,,24.7,,17,,20.9,,0,,2.9,,,,,,0,,,,,,,
04/07/15,2004,7,15,,23.5,,17.7,,20.6,,0,,2.6,,,,,,0,,,,,,,
04/07/16,2004,7,16,,26.3,,17.4,,21.9,,0,,3.9,,,,,,0,,,,,,,
04/07/17,2004,7,17,,28,,15.2,,21.6,,0,,3.6,,,,,,0,,,,,,,
04/07/18,2004,7,18,,29.2,,18,,23.6,,0,,5.6,,,,,,0,,,,,,,
04/07/19,2004,7,19,,25.9,,18.3,,22.1,,0,,4.1,,,,,,2.2,,,,,,,
04/07/20,2004,7,20,,25,,15.8,,20.4,,0,,2.4,,,,,,0,,,,,,,
04/07/21,2004,7,21,,24.3,,15.2,,19.8,,0,,1.8,,,,,,0,,,,,,,
04/07/22,2004,7,22,,27.6,,15.1,,21.4,,0,,3.4,,,,,,0,,,,,,,
04/07/23,2004,7,23,,31.3,,16.6,,24,,0,,6,,,,,,0,,,,,,,
04/07/24,2004,7,24,,28.5,,17.4,,23,,0,,5,,,,,,0,,,,,,,
04/07/25,2004,7,25,,23.4,,16.9,,20.2,,0,,2.2,,,,,,0,,,,,,,
04/07/26,2004,7,26,,23.9,,14.5,,19.2,,0,,1.2,,,,,,0,,,,,,,
04/07/27,2004,7,27,,23.5,,15.3,,19.4,,0,,1.4,,,,,,0,,,,,,,
04/07/28,2004,7,28,,22.4,,16.1,,19.3,,0,,1.3,,,,,,0,,,,,,,
04/07/29,2004,7,29,,25.5,,15.9,,20.7,,0,,2.7,,,,,,0,,,,,,,
04/07/30,2004,7,30,,23.9,,16.1,,20,,0,,2,,,,,,0,,,,,,,
04/07/31,2004,7,31,,23.8,,14.5,,19.2,,0,,1.2,,,,,,0,,,,,,,
04/08/01,2004,8,1,,23.5,,14.3,,18.9,,0,,0.9,,,,,,0,,,,,,,
04/08/02,2004,8,2,,25.3,,14.2,,19.8,,0,,1.8,,,,,,0,,,,,,,
04/08/03,2004,8,3,,21.5,,15.6,,18.6,,0,,0.6,,,,,,3.2,,,,,,,
04/08/04,2004,8,4,,21.6,,15.9,,18.8,,0,,0.8,,,,,,1.2,,,,,,,
04/08/05,2004,8,5,,21.8,,15.2,,18.5,,0,,0.5,,,,,,0,,,,,,,
04/08/06,2004,8,6,,17.2,,14.6,,15.9,,2.1,,0,,,,,,16.4,,,,,,,
04/08/07,2004,8,7,,22.5,,15.2,,18.9,,0,,0.9,,,,,,1.8,,,,,,,
04/08/08,2004,8,8,,24.2,,13.6,,18.9,,0,,0.9,,,,,,0,,,,,,,
04/08/09,2004,8,9,,28.8,,15.4,,22.1,,0,,4.1,,,,,,0,,,,,,,
04/08/10,2004,8,10,,27.5,,16.9,,22.2,,0,,4.2,,,,,,0,,,,,,,
04/08/11,2004,8,11,,26.6,,14.7,,20.7,,0,,2.7,,,,,,0,,,,,,,
04/08/12,2004,8,12,,26.3,,15.3,,20.8,,0,,2.8,,,,,,0,,,,,,,
04/08/13,2004,8,13,,26.3,,16.2,,21.3,,0,,3.3,,,,,,0,,,,,,,
04/08/14,2004,8,14,,27.6,,16.9,,22.3,,0,,4.3,,,,,,0,,,,,,,
04/08/15,2004,8,15,,27.9,,18.6,,23.3,,0,,5.3,,,,,,0,,,,,,,
04/08/16,2004,8,16,,26.2,,17.5,,21.9,,0,,3.9,,,,,,0,,,,,,,
04/08/17,2004,8,17,,25.4,,17.1,,21.3,,0,,3.3,,,,,,0,,,,,,,
04/08/18,2004,8,18,,25.3,,16.3,,20.8,,0,,2.8,,,,,,0,,,,,,,
04/08/19,2004,8,19,,26.2,,16.6,,21.4,,0,,3.4,,,,,,0,,,,,,,
04/08/20,2004,8,20,,25.2,,16,,20.6,,0,,2.6,,,,,,0,,,,,,,
04/08/21,2004,8,21,,20.6,,16.8,,18.7,,0,,0.7,,,,,,22,,,,,,,
04/08/22,2004,8,22,,22.8,,17,,19.9,,0,,1.9,,,,,,1.6,,,,,,,
04/08/23,2004,8,23,,20.7,,15.4,,18.1,,0,,0.1,,,,,,2.2,,,,,,,
04/08/24,2004,8,24,,17.6,,15.8,,16.7,,1.3,,0,,,,,,19.6,,,,,,,
04/08/25,2004,8,25,,17.8,,15.3,,16.6,,1.4,,0,,,,,,14.8,,,,,,,
04/08/26,2004,8,26,,21.5,,15,,18.3,,0,,0.3,,,,,,10.2,,,,,,,
04/08/27,2004,8,27,,18.1,,15,,16.6,,1.4,,0,,,,,,1.2,,,,,,,
04/08/28,2004,8,28,,17.1,,15.1,,16.1,,1.9,,0,,,,,,5.4,,,,,,,
04/08/29,2004,8,29,,20,,14.5,,17.3,,0.7,,0,,,,,,0,,,,,,,
04/08/30,2004,8,30,,24.8,,14.7,,19.8,,0,,1.8,,,,,,0,,,,,,,
04/08/31,2004,8,31,,24.7,,14.9,,19.8,,0,,1.8,,,,,,0,,,,,,,
04/09/01,2004,9,1,,18.7,,12.6,,15.7,,2.3,,0,,,,,,8.4,,,,,,,
04/09/02,2004,9,2,,20.2,,11.8,,16,,2,,0,,,,,,0,,,,,,,
04/09/03,2004,9,3,,17.9,,14.2,,16.1,,1.9,,0,,,,,,0,,,,,,,
04/09/04,2004,9,4,,20.5,,13.5,,17,,1,,0,,,,,,0,,,,,,,
04/09/05,2004,9,5,,19.8,,12.8,,16.3,,1.7,,0,,,,,,0,,,,,,,
04/09/06,2004,9,6,,19.5,,11,,15.3,,2.7,,0,,,,,,0,,,,,,,
04/09/07,2004,9,7,,22.6,,12.1,,17.4,,0.6,,0,,,,,,0,,,,,,,
04/09/08,2004,9,8,,17.4,,15.2,,16.3,,1.7,,0,,,,,,5.8,,,,,,,
04/09/09,2004,9,9,,20.7,,14.5,,17.6,,0.4,,0,,,,,,0,,,,,,,
04/09/10,2004,9,10,,18,,12.9,,15.5,,2.5,,0,,,,,,9.8,,,,,,,
04/09/11,2004,9,11,,21.7,,14.2,,18,,0,,0,,,,,,18,,,,,,,
04/09/12,2004,9,12,,19.3,,13,,16.2,,1.8,,0,,,,,,0,,,,,,,
04/09/13,2004,9,13,,14.9,,12.5,,13.7,,4.3,,0,,,,,,4.8,,,,,,,
04/09/14,2004,9,14,,17.4,,10.6,,14,,4,,0,,,,,,2.4,,,,,,,
04/09/15,2004,9,15,,15.1,,10.8,,13,,5,,0,,,,,,23.6,,,,,,,
04/09/16,2004,9,16,,14.1,,12.5,,13.3,,4.7,,0,,,,,,10.6,,,,,,,
04/09/17,2004,9,17,,17.3,,11,,14.2,,3.8,,0,,,,,,6,,,,,,,
04/09/18,2004,9,18,,13.4,,9.3,,11.4,,6.6,,0,,,,,,26.8,,,,,,,
04/09/19,2004,9,19,,15.8,,10,,12.9,,5.1,,0,,,,,,0,,,,,,,
04/09/20,2004,9,20,,15.4,,9.5,,12.5,,5.5,,0,,,,,,0,,,,,,,
04/09/21,2004,9,21,,15.8,,11.5,,13.7,,4.3,,0,,,,,,0,,,,,,,
04/09/22,2004,9,22,,15.5,,12.3,,13.9,,4.1,,0,,,,,,3.2,,,,,,,
04/09/23,2004,9,23,,17.1,,11.6,,14.4,,3.6,,0,,,,,,0,,,,,,,
04/09/24,2004,9,24,,16.6,,9.7,,13.2,,4.8,,0,,,,,,0,,,,,,,
04/09/25,2004,9,25,,18,,10.7,,14.4,,3.6,,0,,,,,,0,,,,,,,
04/09/26,2004,9,26,,17.6,,11.4,,14.5,,3.5,,0,,,,,,0,,,,,,,
04/09/27,2004,9,27,,18.3,,11.2,,14.8,,3.2,,0,,,,,,0,,,,,,,
04/09/28,2004,9,28,,17.6,,11.6,,14.6,,3.4,,0,,,,,,0,,,,,,,
04/09/29,2004,9,29,,15.8,,11.7,,13.8,,4.2,,0,,,,,,0,,,,,,,
04/09/30,2004,9,30,,15.3,,11.1,,13.2,,4.8,,0,,,,,,0,,,,,,,
04/10/01,2004,10,1,,18.2,,8.2,,13.2,,4.8,,0,,,,,,0,,,,,,,
04/10/02,2004,10,2,,19.3,,8.9,,14.1,,3.9,,0,,,,,,0,,,,,,,
04/10/03,2004,10,3,,18.6,,9.2,,13.9,,4.1,,0,,,,,,0.2,,,,,,,
04/10/04,2004,10,4,,17.7,,9.9,,13.8,,4.2,,0,,,,,,0,,,,,,,
04/10/05,2004,10,5,,14.1,,10.6,,12.4,,5.6,,0,,,,,,12.8,,,,,,,
04/10/06,2004,10,6,,17.7,,11.4,,14.6,,3.4,,0,,,,,,6.8,,,,,,,
04/10/07,2004,10,7,,14.9,,9.4,,12.2,,5.8,,0,,,,,,0,,,,,,,
04/10/08,2004,10,8,,14.4,,12,,13.2,,4.8,,0,,,,,,30.4,,,,,,,
04/10/09,2004,10,9,,12.5,,10.9,,11.7,,6.3,,0,,,,,,12.4,,,,,,,
04/10/10,2004,10,10,,15,,12,,13.5,,4.5,,0,,,,,,1,,,,,,,
04/10/11,2004,10,11,,15.1,,12.6,,13.9,,4.1,,0,,,,,,0.2,,,,,,,
04/10/12,2004,10,12,,17,,10.3,,13.7,,4.3,,0,,,,,,0,,,,,,,
04/10/13,2004,10,13,,17.2,,10.5,,13.9,,4.1,,0,,,,,,0,,,,,,,
04/10/14,2004,10,14,,14.7,,10.9,,12.8,,5.2,,0,,,,,,0.2,,,,,,,
04/10/15,2004,10,15,,14.4,,12.5,,13.5,,4.5,,0,,,,,,1.4,,,,,,,
04/10/16,2004,10,16,,15.5,,11.4,,13.5,,4.5,,0,,,,,,0,,,,,,,
04/10/17,2004,10,17,,11.6,,9.3,,10.5,,7.5,,0,,,,,,18.6,,,,,,,
04/10/18,2004,10,18,,12.1,,8.3,,10.2,,7.8,,0,,,,,,12,,,,,,,
04/10/19,2004,10,19,,13.2,,9.4,,11.3,,6.7,,0,,,,,,1.2,,,,,,,
04/10/20,2004,10,20,,12.9,,8.3,,10.6,,7.4,,0,,,,,,0.6,,,,,,,
04/10/21,2004,10,21,,12.5,,7.1,,9.8,,8.2,,0,,,,,,1.4,,,,,,,
04/10/22,2004,10,22,,11.2,,8.5,,9.9,,8.1,,0,,,,,,25,,,,,,,
04/10/23,2004,10,23,,10.2,,5.1,,7.7,,10.3,,0,,,,,,1.6,,,,,,,
04/10/24,2004,10,24,,9.8,,4.4,,7.1,,10.9,,0,,,,,,0.2,,,,,,,
04/10/25,2004,10,25,,10.5,,7.1,,8.8,,9.2,,0,,,,,,9.4,,,,,,,
04/10/26,2004,10,26,,12.3,,6.5,,9.4,,8.6,,0,,,,,,0,,,,,,,
04/10/27,2004,10,27,,11.5,,4.4,,8,,10,,0,,,,,,0.2,,,,,,,
04/10/28,2004,10,28,,9.3,,6.6,,8,,10,,0,,,,,,2.2,,,,,,,
04/10/29,2004,10,29,,10.3,,8.4,,9.4,,8.6,,0,,,,,,15.2,,,,,,,
04/10/30,2004,10,30,,12.2,,6.6,,9.4,,8.6,,0,,,,,,0.2,,,,,,,
04/10/31,2004,10,31,,9.5,,3.8,,6.7,,11.3,,0,,,,,,2.2,,,,,,,
04/11/01,2004,11,1,,7.7,,5,,6.4,,11.6,,0,,,,,,39.2,,,,,,,
04/11/02,2004,11,2,,9.8,,6.5,,8.2,,9.8,,0,,,,,,16.6,,,,,,,
04/11/03,2004,11,3,,9.7,,3.6,,6.7,,11.3,,0,,,,,,0,,,,,,,
04/11/04,2004,11,4,,8.6,,3.5,,6.1,,11.9,,0,,,,,,0,,,,,,,
04/11/05,2004,11,5,,9.8,,6.7,,8.3,,9.7,,0,,,,,,0.2,,,,,,,
04/11/06,2004,11,6,,9.3,,7.6,,8.5,,9.5,,0,,,,,,48.4,,,,,,,
04/11/07,2004,11,7,,11.4,,8.9,,10.2,,7.8,,0,,,,,,21.4,,,,,,,
04/11/08,2004,11,8,,14.6,,9.7,,12.2,,5.8,,0,,,,,,0.2,,,,,,,
04/11/09,2004,11,9,,12.1,,9,,10.6,,7.4,,0,,,,,,0,,,,,,,
04/11/10,2004,11,10,,11.1,,6.6,,8.9,,9.1,,0,,,,,,0,,,,,,,
04/11/11,2004,11,11,,8.8,,4.3,,6.6,,11.4,,0,,,,,,0.2,,,,,,,
04/11/12,2004,11,12,,8.6,,3.4,,6,,12,,0,,,,,,1,,,,,,,
04/11/13,2004,11,13,,9.9,,8,,9,,9,,0,,,,,,6.6,,,,,,,
